PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
370,1,3,"Moore, Dr. Edith",male,13.0,3,0,CA 379547,18.92,,S
735,1,3,"Davis, Col. Thomas",Male,,0,2,SOTON/OQ 936296,18.87,,C
753,1,1,"Johnson, Mr. George",Female,32.9,0,0,CA 972559,4.46,,C
682,0,1,"Moore, Mr. Emily",MALE,0.2,0,3,SOTON/OQ 631164,25.38,,S
79,1,3,"Johnson, Dr. William",MALE,45.2,0,0,A/5 591122,41.78,,S
574,0,1,"Moore, Rev. Alice",Male,27.8,0,1,PC 402620,85.1,,S
638,0,3,"Wilson, Mrs. Rose",female,40.7,0,0,SOTON/OQ 292046,3.05,,S
608,1,2,"Wilson, Col. Anna",male,30.2,1,1,CA 956460,32.84,,C
719,0,1,"Taylor, Mrs. Charles",M,,2,0,A/5 610188,55.26,,S
762,0,1,"Moore, Rev. Mary",MALE,49.1,0,3,CA 795264,44.93,,S
751,1,2,"Williams, Dr. Edith",Male,38.1,0,2,PC 837218,131.61,,C
834,1,2,"Johnson, Col. Mary",male,,1,0,300986,9.36,,S
417,1,3,"Jones, Dr. Emily",female,37.1,0,0,CA 112416,12.0,A37,S
747,1,3,"Jones, Col. Alice",M,21.0,0,0,SOTON/OQ 612547,23.29,,C
562,1,1,"Jones, Rev. Rose",male,31.7,1,0,CA 721166,6.68,A137,C
68,0,3,"Davis, Miss. William",male,,0,0,CA 723507,16.05,G10,S
537,1,3,"Jones, Rev. Anna",Male,21.0,0,0,CA 562225,43.55,C132,S
78,1,3,"Miller, Mr. Edith",Male,40.6,1,0,CA 363247,36.59,,C
106,0,3,"Johnson, Miss. James",MALE,,0,0,912623,14.64,,S
121,0,1,"Wilson, Miss. Charles",M,35.7,0,1,A/5 761868,131.07,,C
861,1,1,"Anderson, Dr. James",FEMALE,,0,0,486199,18.7,G127,S
639,0,1,"Thomas, Mr. George",Male,53.9,0,3,SOTON/OQ 999200,29.24,,S
560,1,3,"Thomas, Mr. Mary",M,43.5,0,2,PC 284796,24.69,,Q
787,1,1,"Williams, Mr. Emily",male,,2,0,A/5 308533,10.5,,C
846,0,2,"Anderson, Dr. George",FEMALE,,0,0,A/5 104547,2.84,,S
789,0,1,"Williams, Miss. George",male,,0,0,A/5 507779,20.47,,S
703,1,1,"Thomas, Mrs. Anna",Male,49.3,0,0,A/5 153614,21.78,,S
491,1,3,"Johnson, Mrs. Anna",female,38.8,0,0,205769,0.27,,C
884,0,2,"Miller, Mr. Edith",M,39.9,3,0,A/5 573183,16.45,G73,S
877,0,1,"Brown, Dr. Alice",Male,,0,0,836988,35.4,,S
606,1,3,"Johnson, Rev. Thomas",M,,0,0,SOTON/OQ 950959,21.2,,Q
364,1,3,"Miller, Mrs. William",male,22.9,0,0,PC 415075,$63.22,,C
70,1,2,"Miller, Mrs. Mary",MALE,44.5,1,0,907734,9.27,,C
549,1,3,"Taylor, Rev. Thomas",Male,25.5,0,0,SOTON/OQ 498483,16.7,,S
161,1,2,"Jones, Rev. Emily",Male,7.6,0,0,89885,14.21,C129,S
12,1,2,"Brown, Dr. Rose",Male,,0,0,PC 288662,4.16,,S
145,0,3,"Miller, Col. Anna",female,49.1,1,0,CA 162628,3.33,,S
518,1,2,"Davis, Col. Emily",male,15.2,0,0,48610,17.58,,S
428,1,3,"Johnson, Mrs. Mary",FEMALE,48.2,0,0,510669,135.37,,C
640,1,3,"Jones, Miss. Mary",female,25.8,1,2,SOTON/OQ 6407,70.79,,S
177,1,3,"Taylor, Dr. Thomas",Female,24.3,0,0,SOTON/OQ 682119,192.41,B88,S
441,1,1,"Williams, Miss. Charles",F,12.8,0,0,A/5 572526,$16.04,,C
522,0,3,"Brown, Rev. John",F,33.5,0,1,SOTON/OQ 611363,166.82,,S
790,0,1,"Johnson, Mrs. George",MALE,0.2,0,4,A/5 627561,5.72,E36,S
850,0,3,"Smith, Col. Alice",male,35.5,0,0,SOTON/OQ 359404,19.46,,S
232,1,3,"Johnson, Mr. George",male,21.6,0,0,851541,61.21,,S
211,1,2,"Moore, Miss. James",MALE,8.2,0,0,632102,5.7,,C
641,1,1,"Anderson, Miss. William",FEMALE,5.0,0,0,PC 63447,126.24,,C
144,0,3,"Williams, Dr. Emily",male,,0,0,CA 64913,90.7,,Q
520,0,3,"Williams, Dr. William",MALE,,2,4,SOTON/OQ 577747,32.25,,S
213,0,2,"Davis, Rev. Anna",F,26.2,0,0,A/5 852150,26.57,,S
299,1,3,"Brown, Mr. Alice",Male,35.4,0,1,585101,2.68,,S
429,0,2,"Davis, Miss. Alice",M,26.4,0,0,CA 647837,45.38,,S
613,0,3,"Brown, Mr. Alice",Male,25.4,0,0,PC 465188,83.26,,S
838,1,2,"Johnson, Mrs. Alice",MALE,25.8,0,0,PC 876857,25.35,D5,S
9,0,3,"Smith, Col. Rose",F,10.5,0,0,CA 633536,11.62,,S
157,1,2,"Miller, Dr. William",FEMALE,,1,0,SOTON/OQ 396653,8.84,A61,C
540,1,3,"Thomas, Mrs. John",M,,1,0,SOTON/OQ 245885,12.99,,S
507,1,3,"Miller, Mrs. James",male,34.6,0,0,PC 647553,13.2,,S
437,0,1,"Smith, Dr. Anna",MALE,,2,0,SOTON/OQ 757244,46.63,G145,S
267,0,3,"Jones, Miss. John",Female,42.8,0,0,325199,43.48,B119,S
462,0,3,"Wilson, Miss. Rose",male,20.0,0,0,369913,18.93,,S
577,0,2,"Davis, Rev. Anna",MALE,49.8,1,2,A/5 910664,53.4,,S
339,0,3,"Miller, Col. Charles",male,,0,0,SOTON/OQ 405855,22.22,,S
256,0,3,"Johnson, Mrs. Charles",MALE,,0,2,A/5 765368,25.03,A26,S
729,1,3,"Brown, Miss. Thomas",male,38.1,1,0,CA 772414,12.18,E92,S
770,0,3,"Taylor, Miss. John",M,24.7,2,1,A/5 762648,38.51,,S
666,1,3,"Thomas, Rev. Emily",Male,15.0,2,0,782004,60.38,,S
561,1,2,"Johnson, Mrs. Rose",M,32.5,1,0,A/5 13198,18.04,A133,S
209,0,3,"Williams, Dr. George",male,34.6,0,2,A/5 592866,30.94,,C
288,1,1,"Johnson, Miss. Anna",male,44.0,1,0,661060,23.12,,C
2,1,3,"Thomas, Miss. Mary",Male,,0,0,SOTON/OQ 707994,16.79,,S
342,0,1,"Williams, Miss. Edith",MALE,49.2,0,0,A/5 759926,32.8,,S
270,1,2,"Moore, Dr. Alice",M,31.0,1,0,215232,67.14,,Q
266,0,1,"Moore, Miss. Rose",FEMALE,14.6,1,0,PC 952924,13.91,,S
738,1,3,"Taylor, Rev. Rose",male,14.3,0,0,CA 652559,41.11,,S
744,0,3,"Anderson, Rev. Mary",female,51.4,0,0,89656,0.93,B84,S
96,1,3,"Wilson, Rev. Emily",Male,28.3,0,2,789989,17.07,D101,S
875,0,3,"Davis, Rev. Emily",M,49.8,0,1,PC 76442,15.94,F136,S
43,1,3,"Johnson, Mr. Emily",female,32.9,0,1,A/5 652460,$85.57,,S
730,1,2,"Smith, Mr. James",Female,,0,0,SOTON/OQ 262032,16.55,,S
230,0,3,"Brown, Rev. William",F,,1,0,A/5 46035,2.43,,S
754,0,1,"Jones, Rev. Edith",male,20.9,2,2,SOTON/OQ 266287,58.37,G115,S
629,1,2,"Taylor, Rev. Rose",Female,22.7,0,0,CA 595766,37.5,,C
46,1,2,"Johnson, Col. Edith",M,28.2,0,0,CA 946537,26.17,,S
162,0,2,"Davis, Col. Rose",MALE,44.9,1,1,SOTON/OQ 74417,1.11,,S
728,1,3,"Johnson, Mrs. George",M,,0,0,380215,62.7,,S
630,0,3,"Thomas, Mrs. John",female,39.7,1,0,A/5 225271,47.33,A81,S
289,0,1,"Anderson, Miss. Edith",F,0.5,0,0,PC 744210,3.68,,C
590,1,3,"Johnson, Col. George",Male,,2,1,CA 490775,$83.13,A107,S
809,0,3,"Smith, Mrs. John",Female,,1,0,797912,58.92,F69,C
860,1,1,"Wilson, Miss. George",male,35.1,0,0,CA 138020,24.78,,S
576,1,2,"Moore, Mrs. Charles",male,41.4,0,2,591962,123.47,,C
316,0,3,"Wilson, Col. Edith",male,40.0,0,0,A/5 551773,16.01,,S
231,1,1,"Taylor, Rev. George",M,42.1,0,0,PC 423922,25.91,,C
699,0,1,"Jones, Col. Charles",male,25.6,0,0,498866,7.43,D83,C
748,1,2,"Thomas, Col. Anna",Male,9.8,0,1,SOTON/OQ 495765,45.33,,S
712,0,3,"Thomas, Col. Edith",M,23.7,0,0,901049,34.46,E110,C
77,1,2,"Miller, Rev. John",FEMALE,32.2,2,0,SOTON/OQ 442429,20.45,,S
634,1,3,"Wilson, Rev. Edith",M,,1,1,CA 990287,123.86,,Q
879,1,3,"Moore, Col. Emily",female,40.5,1,0,614663,62.83,B24,C
248,1,1,"Wilson, Mrs. John",female,50.8,0,0,CA 569295,66.09,,S
477,0,3,"Taylor, Mrs. George",male,11.4,5,0,CA 532577,0.53,,C
671,1,1,"Smith, Dr. George",FEMALE,,0,1,PC 433826,45.61,,S
86,1,1,"Thomas, Col. Charles",female,29.8,0,0,252666,2.09,,Q
470,0,1,"Wilson, Mr. Alice",F,11.8,0,0,PC 367576,25.84,,
226,0,1,"Brown, Col. Charles",Male,,1,0,A/5 89453,20.53,G70,S
332,0,3,"Wilson, Rev. Mary",female,42.2,0,0,SOTON/OQ 6024,32.02,C80,Q
234,1,3,"Thomas, Rev. Anna",male,0.2,0,1,148369,10.6,,C
589,0,1,"Miller, Mr. Alice",M,60.5,0,0,SOTON/OQ 223492,58.25,,S
476,0,2,"Wilson, Mr. Anna",female,28.6,0,0,PC 36781,9.18,,C
808,1,1,"Johnson, Mrs. Charles",male,,0,1,SOTON/OQ 829175,32.26,,C
791,0,3,"Moore, Mrs. Edith",Male,0.9,0,2,SOTON/OQ 616335,5.34,,S
600,0,2,"Thomas, Col. Anna",Male,2.7,1,2,SOTON/OQ 462083,11.47,,S
422,0,3,"Taylor, Miss. Charles",Female,8.5,0,2,PC 741521,68.67,,S
688,0,3,"Wilson, Mrs. Alice",male,26.5,0,1,SOTON/OQ 672993,11.4,E16,Q
183,1,3,"Brown, Miss. William",male,,1,0,CA 241243,5.23,,S
618,0,3,"Moore, Miss. George",Female,43.5,2,2,SOTON/OQ 77391,62.62,,S
333,0,3,"Taylor, Rev. James",MALE,19.4,0,0,SOTON/OQ 953623,38.06,E147,S
439,1,1,"Moore, Mrs. Edith",Female,28.1,0,4,222343,25.24,,S
50,0,1,"Williams, Rev. Emily",male,,0,1,A/5 709134,26.97,,S
6,1,3,"Wilson, Mr. James",MALE,46.4,0,0,A/5 237385,23.22,,S
530,0,3,"Taylor, Miss. Charles",FEMALE,16.9,1,0,680002,71.39,E8,S
235,1,1,"Jones, Rev. Emily",Female,2.9,1,0,CA 817085,0.05,,C
487,1,3,"Davis, Rev. Rose",Female,36.5,0,0,586333,22.16,,S
818,0,3,"Johnson, Rev. William",Male,23.4,0,0,A/5 934972,10.22,,C
498,1,3,"Brown, Dr. John",MALE,5.4,0,0,CA 60247,57.26,,S
814,1,3,"Brown, Miss. Anna",FEMALE,42.1,0,0,767619,43.28,C51,S
107,1,1,"Taylor, Dr. James",MALE,14.7,1,2,SOTON/OQ 52004,23.39,,C
444,0,1,"Anderson, Miss. William",M,16.5,0,1,720311,6.6,,Q
489,1,1,"Wilson, Miss. John",female,31.7,1,0,877391,19.52,,C
647,1,3,"Wilson, Miss. James",FEMALE,,0,0,691658,47.84,,C
13,1,3,"Johnson, Mrs. Charles",male,,0,2,CA 605529,28.89,,S
739,0,3,"Davis, Dr. George",F,44.4,2,0,A/5 968330,30.92,F21,S
727,1,1,"Williams, Miss. Anna",M,,1,0,117537,83.47,,S
191,0,2,"Anderson, Col. Edith",female,52.5,2,0,A/5 294004,26.16,D25,S
867,0,1,"Smith, Mrs. John",male,39.5,0,0,CA 355140,$4.42,,Q
283,1,1,"Smith, Mrs. Anna",M,,1,0,417730,8.0,,S
30,1,3,"Thomas, Dr. John",female,30.5,1,0,CA 911924,7.03,,S
170,1,3,"Miller, Mrs. Rose",male,40.3,0,0,SOTON/OQ 464077,6.69,,S
181,1,3,"Smith, Rev. William",Male,,0,0,818453,13.83,,S
101,1,2,"Thomas, Dr. George",FEMALE,36.6,0,0,A/5 400572,30.26,,C
198,0,3,"Jones, Dr. Emily",male,,0,0,SOTON/OQ 608861,50.59,,S
496,1,2,"Anderson, Miss. John",FEMALE,36.9,1,0,SOTON/OQ 677618,19.79,F56,S
722,0,3,"Miller, Col. Anna",Male,41.3,0,0,497338,$21.77,,S
648,1,3,"Brown, Mrs. Alice",MALE,36.4,0,0,CA 884982,3.58,,S
884,0,2,"Miller, Mr. Edith",M,39.9,3,0,A/5 573183,16.45,G73,S
843,1,3,"Smith, Mrs. George",MALE,24.2,0,2,641656,24.62,,S
711,0,3,"Williams, Rev. Rose",male,13.1,0,0,CA 848176,42.0,,S
374,0,2,"Smith, Rev. George",M,21.9,0,0,A/5 131461,7.33,,S
679,0,3,"Brown, Rev. William",F,,3,0,A/5 321715,3.28,,S
851,1,3,"Miller, Rev. Alice",MALE,18.9,0,1,SOTON/OQ 49928,32.18,,S
649,0,2,"Johnson, Rev. George",MALE,2.1,2,0,PC 887207,66.05,,S
461,0,1,"Smith, Rev. Mary",MALE,21.9,0,2,CA 779642,16.14,D6,S
414,1,1,"Johnson, Rev. William",male,15.0,1,1,A/5 148832,36.27,,S
132,0,3,"Davis, Miss. Mary",MALE,38.9,0,0,PC 123107,14.6,,C
40,1,2,"Jones, Mrs. John",female,43.1,0,1,PC 258549,3.83,,S
435,0,3,"Williams, Mr. Anna",Male,43.4,0,0,818733,45.32,,C
216,1,2,"Jones, Mrs. John",MALE,34.7,0,0,SOTON/OQ 336426,21.69,,S
556,1,3,"Davis, Col. Anna",female,11.7,0,2,A/5 241003,5.07,,S
567,0,1,"Johnson, Dr. Charles",female,,2,0,SOTON/OQ 204761,31.27,,C
763,1,2,"Wilson, Rev. George",MALE,,0,0,SOTON/OQ 189557,6.76,,S
475,1,2,"Brown, Mrs. Charles",MALE,,0,0,CA 624091,50.89,,S
457,1,3,"Taylor, Mr. Rose",female,46.1,0,0,874853,5.84,,Q
261,0,3,"Brown, Mrs. John",MALE,35.4,0,2,A/5 318856,14.49,,S
36,1,2,"Miller, Miss. Alice",female,,0,0,52838,20.04,G15,S
310,1,2,"Taylor, Dr. Emily",male,14.9,0,2,744565,72.94,,Q
277,1,3,"Anderson, Dr. Alice",FEMALE,35.8,0,0,PC 530343,44.22,,S
637,1,3,"Taylor, Dr. Thomas",Male,24.7,0,0,A/5 968697,49.08,,S
655,1,3,"Moore, Mrs. Edith",male,54.1,0,0,SOTON/OQ 793477,54.32,,C
623,0,3,"Moore, Col. Alice",male,,0,0,SOTON/OQ 49385,1.83,,Q
394,0,3,"Wilson, Mrs. Anna",F,23.5,0,0,CA 395095,16.4,,C
863,1,3,"Johnson, Rev. Rose",Male,,0,0,A/5 61409,3.72,,S
108,0,1,"Thomas, Mrs. William",female,16.0,0,0,CA 522029,12.76,,S
858,1,3,"Davis, Mrs. Alice",male,23.7,1,0,A/5 1528,14.16,B13,C
525,1,1,"Wilson, Dr. John",MALE,28.7,1,0,PC 205271,0.59,,S
785,1,2,"Taylor, Dr. Rose",female,,0,0,PC 780578,1.45,,S
48,0,3,"Davis, Mrs. Charles",Male,,1,0,PC 96648,42.36,,S
204,1,3,"Davis, Miss. William",male,27.2,2,0,498829,6.7,,S
840,0,3,"Smith, Miss. Rose",M,,0,0,A/5 62753,$14.63,,S
632,1,3,"Taylor, Mr. Edith",F,0.5,0,0,621389,17.94,,Q
22,0,3,"Jones, Miss. Anna",male,39.4,0,2,SOTON/OQ 111708,13.99,,S
403,0,3,"Wilson, Miss. William",MALE,15.0,1,0,SOTON/OQ 139572,20.67,,S
84,1,2,"Anderson, Dr. Charles",Male,27.2,1,0,723540,1.27,B74,S
131,0,3,"Wilson, Mrs. George",male,43.2,0,0,CA 415438,27.29,A13,Q
416,1,3,"Moore, Dr. Emily",Male,17.5,0,0,CA 311421,29.5,B3,S
742,0,3,"Wilson, Rev. John",F,34.2,1,0,SOTON/OQ 500038,61.77,,S
698,0,2,"Miller, Mrs. Charles",M,6.7,3,1,775736,16.56,,S
287,1,3,"Anderson, Miss. George",M,32.2,0,0,PC 843278,39.7,,C
124,1,2,"Smith, Mr. Rose",Male,62.7,0,0,PC 199103,39.74,,Q
34,1,1,"Brown, Miss. Edith",female,0.2,0,0,CA 423532,45.81,,S
886,0,2,"Thomas, Mrs. Alice",male,56.1,0,0,CA 74217,74.31,,S
517,1,1,"Smith, Miss. Mary",female,,0,0,SOTON/OQ 251170,67.57,,S
20,0,2,"Taylor, Rev. Rose",female,,1,0,A/5 594763,76.1,,Q
841,0,2,"Jones, Dr. John",MALE,42.8,1,0,PC 190610,59.8,,S
220,1,1,"Jones, Miss. Anna",female,19.3,2,1,PC 773394,7.98,,S
835,1,2,"Taylor, Col. Thomas",male,36.0,4,0,A/5 442228,34.42,,S
482,0,3,"Brown, Mrs. James",Male,24.0,0,2,CA 41593,8.78,G85,S
357,1,3,"Taylor, Rev. George",Female,20.0,0,0,SOTON/OQ 61653,34.74,,S
662,1,1,"Moore, Rev. James",M,24.7,0,0,CA 113595,93.64,,S
225,1,3,"Smith, Col. Charles",female,39.4,1,0,A/5 179358,62.6,C87,S
760,1,3,"Miller, Mrs. William",FEMALE,22.3,0,0,CA 504711,33.21,,S
93,0,3,"Miller, Col. Thomas",M,30.3,0,0,A/5 840638,0.0,,S
152,1,3,"Williams, Col. Alice",Male,43.6,0,0,SOTON/OQ 79735,47.29,,S
288,1,1,"Johnson, Miss. Anna",male,44.0,1,0,661060,23.12,,C
318,0,1,"Taylor, Miss. James",male,42.0,1,0,CA 679010,7.63,,S
449,0,1,"Jones, Mrs. Mary",MALE,0.9,0,1,A/5 75531,35.98,,S
804,1,1,"Smith, Rev. Alice",Male,35.7,2,0,457551,9.38,F77,S
746,1,3,"Davis, Col. Rose",MALE,20.8,0,0,PC 505675,38.7,,S
523,0,2,"Brown, Mr. Emily",female,57.1,0,0,CA 73171,37.84,A52,S
280,1,1,"Williams, Mr. Edith",male,,0,0,A/5 38287,1.56,,S
584,0,2,"Davis, Col. James",Male,25.0,0,0,SOTON/OQ 158558,2.7,,S
765,0,3,"Smith, Mrs. Charles",male,22.8,0,0,SOTON/OQ 658836,3.64,,S
605,1,1,"Moore, Miss. George",male,,0,0,A/5 510940,123.25,C121,S
350,0,3,"Smith, Mr. John",F,47.9,0,0,302488,37.02,,S
375,0,1,"Johnson, Mrs. Alice",MALE,37.6,1,0,719843,39.36,E51,C
401,1,3,"Anderson, Dr. Anna",male,38.1,0,0,CA 213345,24.06,,S
705,0,2,"Jones, Mrs. Emily",F,11.6,1,0,701246,2.61,,S
258,0,3,"Smith, Rev. Mary",male,,0,2,A/5 732037,2.4,,S
852,1,3,"Miller, Mrs. Mary",M,,1,0,900445,21.65,,S
73,1,2,"Williams, Col. Alice",FEMALE,,0,1,CA 254234,52.26,F66,S
196,0,3,"Wilson, Mr. William",FEMALE,38.1,1,0,PC 63391,21.59,,S
484,0,3,"Wilson, Dr. Mary",MALE,,1,0,CA 494793,14.83,,C
856,0,3,"Moore, Mrs. George",M,7.0,2,0,PC 154864,27.2,,S
138,1,2,"Moore, Mrs. George",F,31.2,1,0,69440,4.25,,
495,0,3,"Moore, Rev. William",male,8.4,0,0,195118,104.53,,Q
773,1,2,"Davis, Mr. James",male,27.1,0,0,PC 12472,41.61,C29,S
551,0,3,"Johnson, Mr. Alice",female,27.6,0,0,PC 561355,10.87,,S
463,0,1,"Brown, Mr. Edith",M,,1,0,PC 501157,6.88,,S
202,1,2,"Davis, Mr. Edith",MALE,8.6,2,2,515279,44.4,,C
313,0,1,"Jones, Mr. John",male,1.2,0,0,A/5 695478,47.57,,S
291,1,3,"Anderson, Col. Alice",female,,0,1,CA 986243,64.04,,S
190,0,3,"Jones, Rev. Emily",male,32.8,0,0,CA 400313,0.38,,S
764,0,3,"Brown, Mrs. Emily",MALE,7.3,0,0,PC 537814,2.65,,C
113,0,1,"Brown, Rev. Anna",F,,0,0,A/5 330506,43.04,A55,S
184,1,1,"Brown, Mrs. George",Male,24.1,0,0,PC 41303,5.74,E65,S
153,0,3,"Taylor, Dr. Charles",FEMALE,,0,0,157837,7.85,,S
825,1,3,"Taylor, Rev. George",female,27.3,1,1,110315,23.32,,S
326,1,3,"Brown, Col. James",male,42.4,1,2,CA 752905,7.87,,Q
704,0,2,"Thomas, Dr. Emily",male,,0,0,PC 811909,11.43,B119,S
45,1,2,"Taylor, Dr. Edith",MALE,,1,0,CA 907871,12.31,,S
445,1,1,"Thomas, Miss. George",female,60.1,0,2,42654,10.03,G30,S
788,1,3,"Wilson, Rev. Alice",male,12.8,0,0,A/5 872402,1.79,,C
7,1,3,"Miller, Col. John",MALE,8.7,0,0,CA 329262,17.83,,Q
251,0,3,"Miller, Mrs. Edith",MALE,,1,0,CA 880532,77.89,,C
824,1,3,"Moore, Col. Emily",Male,20.7,1,0,CA 213311,1.89,,S
76,0,3,"Wilson, Dr. Edith",male,19.9,0,0,PC 12767,120.93,,S
513,1,3,"Moore, Mrs. William",male,,0,2,SOTON/OQ 25954,2.83,F20,C
392,1,3,"Taylor, Miss. Rose",M,27.2,0,2,393969,61.11,D87,S
433,1,2,"Taylor, Rev. James",Female,38.5,0,0,341775,46.77,,S
69,1,3,"Davis, Rev. John",Female,37.5,1,0,CA 527348,$0.22,,S
168,0,2,"Jones, Mrs. John",male,37.5,0,0,144604,8.25,,C
731,0,1,"Taylor, Mrs. John",Female,,2,0,CA 63409,0.17,E57,C
555,1,3,"Taylor, Col. Mary",MALE,8.8,2,0,132696,34.78,E137,S
367,1,3,"Davis, Dr. Anna",MALE,39.4,4,1,SOTON/OQ 981158,24.43,,S
346,1,1,"Smith, Dr. James",female,,1,0,47197,5.45,,S
585,0,3,"Thomas, Miss. Charles",Female,32.6,1,1,217065,8.69,F10,S
536,0,3,"Brown, Miss. John",male,17.5,0,0,CA 796797,1.38,,C
399,1,2,"Davis, Mr. Rose",male,53.8,0,0,PC 868869,76.38,F141,C
186,0,3,"Moore, Miss. George",male,,0,1,CA 312716,31.09,,Q
349,1,1,"Thomas, Mrs. Alice",M,30.1,0,0,121979,21.49,,S
616,0,2,"Anderson, Mrs. William",M,0.2,0,0,CA 899028,29.38,,S
212,0,2,"Johnson, Col. Rose",MALE,42.3,0,0,PC 97535,0.33,,S
580,1,2,"Johnson, Rev. William",Male,12.5,0,0,PC 306694,15.34,,S
503,1,3,"Taylor, Mr. Rose",FEMALE,40.4,0,0,CA 312334,1.35,,C
538,0,1,"Thomas, Rev. James",Female,23.5,2,0,997553,$9.70,,S
197,1,3,"Jones, Rev. James",MALE,17.1,2,0,A/5 184348,0.13,,S
176,0,2,"Johnson, Col. George",male,13.1,0,0,A/5 861779,15.3,,S
